"postcode","instals","estimated_dwellings","density","capacity","capunder10","cap10_100","capover100","countunder10","count10_100","countover100","pot_kw","pot_sqm","pot_gwh"
"4711","407","611","64.5","1797.0","1641.0","156.0","0.0","394","13","0","17163.0","109,841","25.4"
"4712","27","161","14.3","179.0","96.0","83.0","0.0","23","4","0","4026.0","25,768","5.9"
"4713","13","348","3.2","97.0","49.0","48.0","0.0","11","2","0","0.0","0","0.0"
"4714","480","1594","29.4","1849.0","1688.0","161.0","0.0","469","11","0","25451.0","162,886","37.7"
"4715","875","2942","27.7","4770.0","3304.0","1466.0","0.0","815","60","0","97303.0","622,737","148.5"
"4716","147","389","35.7","683.0","593.0","90.0","0.0","139","8","0","17898.0","114,547","27.2"
"4717","304","2233","12.7","1894.0","1362.0","532.0","0.0","283","21","0","56402.0","360,974","85.7"
"4718","326","1202","24.7","1896.0","1374.0","522.0","0.0","297","29","0","46132.0","295,247","68.3"
"4719","180","685","24.2","936.0","703.0","233.0","0.0","166","14","0","23464.0","150,170","35.7"
"4720","1857","5968","27.3","103100.0","7847.0","4796.0","90457.0","1627","225","5","163246.0","1,044,775","248.1"
"4721","397","1775","20.1","91380.0","1556.0","608.0","89216.0","356","40","1","75300.0","481,918","114.3"
"4722","272","523","44.0","1618.0","1019.0","599.0","0.0","230","42","0","31842.0","203,791","48.2"
"4723","182","632","24.2","1190.0","744.0","446.0","0.0","153","29","0","38246.0","244,776","58.1"
"4724","68","255","19.6","466.0","209.0","257.0","0.0","50","18","0","9397.0","60,142","14.7"
"4725","216","804","22.4","37192.0","762.0","532.0","35898.0","180","33","3","27747.0","177,580","43.4"
"4726","54","256","18.0","313.0","198.0","115.0","0.0","46","8","0","12755.0","81,633","19.9"
"4727","46","244","18.0","214.0","179.0","35.0","0.0","44","2","0","8804.0","56,345","13.8"
"4728","47","136","26.5","302.0","144.0","158.0","0.0","36","11","0","6140.0","39,298","9.6"
"4730","393","1851","17.3","20702.0","1578.0","1640.0","17484.0","320","71","2","62955.0","402,912","98.5"
"4731","40","187","19.3","198.0","154.0","44.0","0.0","36","4","0","8114.0","51,928","12.7"
"4732","32","92","25.0","221.0","107.0","114.0","0.0","23","9","0","5681.0","36,356","8.9"
"4733","18","133","10.5","96.0","48.0","48.0","0.0","14","4","0","12299.0","78,715","19.2"
"4735","110","681","14.0","756.0","474.0","282.0","0.0","95","15","0","20905.0","133,795","33.6"
"4736","16","70","20.0","104.0","52.0","52.0","0.0","14","2","0","4344.0","27,800","6.8"
"4737","1348","3776","33.6","7020.0","5509.0","1511.0","0.0","1267","81","0","84890.0","543,298","114.8"
"4738","225","661","31.8","1129.0","928.0","201.0","0.0","210","15","0","18145.0","116,127","24.5"
"4739","71","235","28.1","423.0","304.0","119.0","0.0","66","5","0","5736.0","36,712","7.7"
"4740","10918","37056","27.5","65205.0","46272.0","17748.0","1185.0","10188","725","5","723503.0","4,630,420","1126.4"
"4741","1269","3237","36.0","6754.0","5215.0","1539.0","0.0","1166","103","0","108848.0","696,625","147.0"
"4742","98","589","13.9","679.0","373.0","306.0","0.0","82","16","0","30078.0","192,500","40.6"
"4743","13","450","2.2","165.0","48.0","117.0","0.0","10","3","0","12169.0","77,883","18.4"
"4744","370","3955","8.2","87841.0","1714.0","1164.0","84963.0","323","45","2","105381.0","674,436","142.4"
"4745","113","1432","7.3","874.0","597.0","277.0","0.0","104","9","0","42362.0","271,118","64.2"
"4746","23","1089","1.6","34118.0","83.0","241.0","33794.0","17","5","1","27940.0","178,816","42.5"
"4750","834","2413","33.2","4217.0","3761.0","456.0","0.0","800","34","0","33882.0","216,845","52.6"
"4751","689","1827","36.3","3680.0","3117.0","563.0","0.0","663","26","0","39321.0","251,654","60.9"
"4753","708","1806","37.1","3937.0","3315.0","622.0","0.0","670","38","0","36399.0","232,956","56.5"
"4754","358","985","33.3","2240.0","1469.0","771.0","0.0","328","30","0","23953.0","153,299","32.3"
"4756","98","325","27.4","680.0","422.0","258.0","0.0","89","9","0","5062.0","32,398","6.8"
"4757","58","228","23.2","300.0","227.0","73.0","0.0","53","5","0","5739.0","36,729","7.7"
"4798","142","342","37.7","854.0","575.0","279.0","0.0","129","13","0","10626.0","68,004","16.0"
"4799","280","573","46.1","1426.0","1158.0","268.0","0.0","264","16","0","14125.0","90,398","21.3"
"4800","2195","4465","44.6","12460.0","8237.0","3823.0","400.0","1990","204","1","95859.0","613,496","145.2"
"4802","1471","4677","27.8","9633.0","5995.0","3331.0","307.0","1302","168","1","95036.0","608,232","143.9"
"4803","1","113","0.9","1.0","1.0","0.0","0.0","1","0","0","0.0","0","0.0"
"4804","319","1077","26.2","439293.0","1282.0","561.0","437450.0","282","32","5","34561.0","221,187","52.3"
"4805","1706","5146","30.3","9398.0","6449.0","2849.0","100.0","1560","145","1","149627.0","957,611","226.4"
"4806","742","1811","34.5","5719.0","2796.0","2923.0","0.0","624","118","0","47597.0","304,619","73.7"
"4807","2225","4610","43.6","140991.0","8851.0","4318.0","127822.0","2011","213","1","127863.0","818,324","197.8"
"4808","253","516","44.6","1545.0","1037.0","508.0","0.0","230","23","0","19631.0","125,638","30.6"
"4809","255","698","30.1","132456.0","1002.0","709.0","130745.0","210","44","1","22204.0","142,104","34.4"
"4810","2268","8868","23.1","15864.0","8812.0","5392.0","1660.0","2049","214","5","159455.0","1,020,512","246.1"
"4811","2067","5493","36.1","162171.0","8819.0","1935.0","151417.0","1984","81","2","109911.0","703,434","171.6"
"4812","2408","9627","23.4","14302.0","9940.0","3614.0","748.0","2250","156","2","124467.0","796,589","193.3"
"4814","7226","18639","36.5","41248.0","30010.0","9127.0","2111.0","6809","409","8","400103.0","2,560,660","623.6"
"4815","4206","8724","46.3","167159.0","16237.0","2554.0","148368.0","4043","162","1","128839.0","824,570","199.7"
"4816","1741","4577","35.4","9100.0","7044.0","2056.0","0.0","1619","122","0","105846.0","677,413","163.9"
"4817","5616","12054","44.6","27805.0","24080.0","3725.0","0.0","5376","240","0","207722.0","1,329,420","321.8"
"4818","5639","13776","38.5","30688.0","24261.0","6327.0","100.0","5305","333","1","265251.0","1,697,604","413.2"
"4819","492","1489","30.9","2527.0","1983.0","544.0","0.0","460","32","0","20676.0","132,330","32.1"
"4820","1315","5160","23.4","7374.0","5208.0","2166.0","0.0","1207","108","0","134536.0","861,032","208.8"
"4821","245","707","27.4","36785.0","941.0","682.0","35162.0","194","49","2","36495.0","233,570","56.6"
"4822","120","431","22.0","1092.0","489.0","603.0","0.0","95","25","0","19835.0","126,943","29.4"
"4823","122","488","16.4","4212.0","383.0","697.0","3132.0","80","41","1","38693.0","247,634","61.6"
"4824","196","1428","11.0","1515.0","734.0","781.0","0.0","157","39","0","42776.0","273,764","68.1"
"4825","1930","7901","21.8","12680.0","7223.0","4892.0","565.0","1726","201","3","198643.0","1,271,314","317.6"
"4828","25","194","8.8","303.0","66.0","237.0","0.0","17","8","0","3328.0","21,299","5.3"
"4829","113","286","32.9","871.0","411.0","460.0","0.0","94","19","0","6713.0","42,963","10.8"
"4830","65","446","6.3","1361.0","106.0","991.0","264.0","28","36","1","3730.0","23,872","5.9"
"4849","283","931","27.4","1751.0","1129.0","522.0","100.0","255","27","1","16776.0","107,368","26.0"
"4850","1753","5450","30.3","8541.0","6597.0","1944.0","0.0","1652","101","0","144066.0","922,021","223.2"
"4852","754","2231","30.7","4615.0","3310.0","1305.0","0.0","685","69","0","31934.0","204,378","47.5"
"4854","730","2375","26.7","5164.0","2889.0","2075.0","200.0","633","95","2","82967.0","530,988","123.4"
"4855","111","387","26.1","589.0","433.0","156.0","0.0","101","10","0","7246.0","46,372","10.8"
"4856","124","383","29.0","696.0","480.0","216.0","0.0","111","13","0","11229.0","71,868","16.7"
"4858","234","708","27.8","1497.0","926.0","571.0","0.0","197","37","0","17595.0","112,610","26.0"
"4859","73","214","33.2","356.0","316.0","40.0","0.0","71","2","0","1667.0","10,666","2.5"
"4860","1206","4592","23.4","7900.0","4773.0","3127.0","0.0","1075","131","0","91253.0","584,022","135.5"
"4861","176","897","17.7","1178.0","721.0","457.0","0.0","159","17","0","17478.0","111,859","25.4"
"4865","1306","3291","35.9","7656.0","5378.0","2278.0","0.0","1181","125","0","70790.0","453,055","103.0"
"4868","2861","8563","31.0","17365.0","11782.0","3973.0","1610.0","2657","199","5","136581.0","874,115","198.8"
"4869","2679","6974","35.4","14966.0","11329.0","3637.0","0.0","2471","208","0","123550.0","790,722","179.8"
"4870","8313","23542","31.6","56109.0","32584.0","19293.0","4232.0","7436","871","6","529629.0","3,389,628","772.4"
"4871","1381","5728","20.6","85482.0","5157.0","4103.0","76222.0","1182","197","2","103507.0","662,444","153.4"
"4872","692","2101","27.5","5251.0","2555.0","2696.0","0.0","577","115","0","87550.0","560,322","129.7"
"4873","1219","3101","35.7","6785.0","4752.0","2033.0","0.0","1107","112","0","65455.0","418,910","95.4"
"4874","20","2650","0.5","1803.0","57.0","146.0","1600.0","12","7","1","40797.0","261,098","59.1"
"4875","128","2384","3.1","1516.0","288.0","1228.0","0.0","74","54","0","0.0","0","0.0"
"4876","25","1171","0.9","408.0","56.0","352.0","0.0","10","15","0","0.0","0","0.0"
"4877","726","2673","24.2","4661.0","3238.0","1423.0","0.0","647","79","0","58415.0","373,855","85.0"
"4878","2093","6777","28.4","11910.0","8593.0","3317.0","0.0","1925","168","0","96307.0","616,363","140.0"
"4879","3445","8399","37.3","19236.0","14801.0","4435.0","0.0","3129","316","0","131275.0","840,160","190.8"
"4880","2199","5869","32.7","14550.0","8205.0","6245.0","100.0","1919","279","1","169343.0","1,083,792","251.7"
"4881","668","2220","27.9","3483.0","2484.0","999.0","0.0","620","48","0","41852.0","267,851","60.8"
"4882","525","1317","35.3","3420.0","1867.0","1453.0","100.0","465","59","1","42479.0","271,866","63.0"
"4883","887","3892","21.2","4572.0","3285.0","1287.0","0.0","824","63","0","123280.0","788,993","183.2"
"4884","410","1079","34.8","2018.0","1491.0","527.0","0.0","376","34","0","21825.0","139,679","32.4"
"4885","624","1930","29.9","3168.0","2394.0","774.0","0.0","577","47","0","48967.0","313,390","72.7"
"4886","101","430","20.0","655.0","333.0","222.0","100.0","86","14","1","14174.0","90,712","21.0"
"4887","306","938","30.6","1410.0","1057.0","353.0","0.0","287","19","0","14466.0","92,581","21.4"
"4888","411","1580","24.2","2107.0","1573.0","534.0","0.0","382","29","0","39034.0","249,819","58.0"
"4890","93","582","11.0","5899.0","310.0","629.0","4960.0","64","28","1","13180.0","84,353","21.1"
"4891","65","531","10.5","576.0","285.0","291.0","0.0","56","9","0","8129.0","52,024","13.1"
"4892","49","1952","1.0","966.0","106.0","860.0","0.0","19","30","0","15815.0","101,217","22.9"
"4895","427","2355","15.5","2777.0","1608.0","1169.0","0.0","366","61","0","31365.0","200,736","45.5"
"5000","919","3091","21.9","10401.0","2331.0","7540.0","530.0","678","238","3","134692.0","862,032","183.9"
"5006","658","2723","21.7","3772.0","2206.0","1566.0","0.0","590","68","0","63396.0","405,734","87.0"
"5007","920","3395","23.4","6514.0","2954.0","3560.0","0.0","796","124","0","73487.0","470,314","101.6"
"5008","1914","6138","29.0","12732.0","7216.0","2916.0","2600.0","1782","131","1","107917.0","690,669","148.8"
"5009","871","2224","34.6","5641.0","2997.0","2644.0","0.0","769","102","0","77392.0","495,311","107.8"
"5010","941","2240","37.9","8720.0","3527.0","3200.0","1993.0","849","86","6","91472.0","585,419","127.8"
"5011","1767","5310","30.6","10189.0","7307.0","2782.0","100.0","1624","142","1","89614.0","573,529","123.2"
